source_name,author,date,title,description,content,label,tesla_related,tesla_related_num,sentiment_label_num,title_desc,one_shot_class,few_shot_class_2,few_shot_class_3,few_shot_class_4,few_shot_class_5
Engadget,Mariella Moon,9/29/2023,Tesla sued by federal agency for racial harassment at California factory,"Tesla has been tolerating racial harassment at its factory in Fremont, California since at least 2015 until today, according to the lawsuit filed by the US Equal Employment Opportunity Commission (EEOC). The automaker has violated federal law by tolerating th","Tesla has been tolerating racial harassment at its factory in Fremont, California since at least 2015 until today, according to the lawsuit filed by the US Equal Employment Opportunity Commission (EE [+1829 chars]",negative,yes,1,0,"Tesla sued by federal agency for racial harassment at California factory Tesla has been tolerating racial harassment at its factory in Fremont, California since at least 2015 until today, according to the lawsuit filed by the US Equal Employment Opportunity Commission (EEOC). The automaker has violated federal law by tolerating th",Yes,Yes,Yes,Yes,"Yes, it is related to Tesla."
Fortune,Christiaan Hetzner,9/29/2023,"Musk takes time out from running his X, Tesla and SpaceX empire to livestream about illegal immigration from U.S. border",A Tesla bull questioned the logic behind Musk traveling to Eagle Pass at a time when Joe Biden is in Detroit alongside picketing UAW auto workers.,"Elon Musk, renowned for his ambitions in advancing sustainable energy, robotics, and space exploration, has turned his attention to a pressing issue closer to home: illegal immigration.Despite his de [+3495 chars]",neutral,no,0,1,"Musk takes time out from running his X, Tesla and SpaceX empire to livestream about illegal immigration from U.S. border A Tesla bull questioned the logic behind Musk traveling to Eagle Pass at a time when Joe Biden is in Detroit alongside picketing UAW auto workers.",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Fox News,Elizabeth Heckman,9/29/2023,"AOC takes aim at Elon Musk, GOP lawmaker for 'joyride' at southern border",'FOX & Friends' co-hosts react to Elon Musk's trip to the southern border and the criticism received by far-left Rep. Alexandria-Ocasio Cortez for making the trip.,"Rep. Alexandria Ocasio-Cortez, D-N.Y., went after Republican House colleague Tony Gonzales after he visited the southern border with billionaire entrepreneur Elon Musk. 
""Whats funny about this phot [+3745 chars]",neutral,no,0,1,"AOC takes aim at Elon Musk, GOP lawmaker for 'joyride' at southern border 'FOX & Friends' co-hosts react to Elon Musk's trip to the southern border and the criticism received by far-left Rep. Alexandria-Ocasio Cortez for making the trip.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Reuters,Aditya Soni,9/29/2023,"Tesla's deliveries expected to fall on plant shutdowns, soft demand","Tesla may miss estimates for third-quarter deliveries due to planned factory shutdowns and soft demand that led the automaker to boost discounts, several Wall Street analysts warned in the run-up to the report that could come as early as Sunday.","Sept 29 (Reuters) - Tesla may miss estimates for third-quarter deliveries due to planned factory shutdowns and soft demand that led the automaker to boost discounts, several Wall Street analysts warn [+3440 chars]",negative,yes,1,0,"Tesla's deliveries expected to fall on plant shutdowns, soft demand Tesla may miss estimates for third-quarter deliveries due to planned factory shutdowns and soft demand that led the automaker to boost discounts, several Wall Street analysts warned in the run-up to the report that could come as early as Sunday.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Business Insider,Beatrice Nolan,9/29/2023,Elon Musk suggests a Trump-style wall should be built at the US-Mexico border to control immigration,"The billionaire took a Thursday trip to Eagle Pass, Texas, to livestream the border crisis.","Elon Musk visited Eagle Pass, Texas, on September 28.John Moore via Getty Images
<ul><li>Elon Musk believes that a wall should be built at the US-Mexico border for security reasons.</li><li>The bill [+2314 chars]",neutral,no,0,1,"Elon Musk suggests a Trump-style wall should be built at the US-Mexico border to control immigration The billionaire took a Thursday trip to Eagle Pass, Texas, to livestream the border crisis.",No,"No, it is not related to Tesla.",No,No,No
The Hill,Sarah Fortinsky,9/29/2023,EEOC sues Tesla over alleged racial discrimination of Black employees,"The U.S. Equal Employment Opportunity Commission (EEOC) sued Tesla on Thursday, arguing that Elon Musks electric-vehicle company has discriminated against its Black employees by subjecting them to severe or pervasive racial harassment and by creating a host","The U.S. Equal Employment Opportunity Commission (EEOC) sued Tesla on Thursday, arguing that Elon Musks electric-vehicle company has discriminated against its Black employees by subjecting them to se [+2149 chars]",negative,yes,1,0,"EEOC sues Tesla over alleged racial discrimination of Black employees The U.S. Equal Employment Opportunity Commission (EEOC) sued Tesla on Thursday, arguing that Elon Musks electric-vehicle company has discriminated against its Black employees by subjecting them to severe or pervasive racial harassment and by creating a host",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Business Insider,ktan@insider.com (Kwan Wei Kevin Tan),9/29/2023,"A cowboy-hat-donning, aviator-shades-wearing Elon Musk hiked down south to Texas to try to make a point about migration","Musk's also claimed on X on Wednesday that the US needs a border wall to keep migrants who don't have ""some shred of evidence to claim asylum"" out.","Elon Musk on Thursday put on a cowboy hat and headed to Texas in what appeared to be an attempt to make a point about migration across the Southern border.
""Elon here. I'm at Eagle Pass. Just arrive [+3070 chars]",neutral,no,0,1,"A cowboy-hat-donning, aviator-shades-wearing Elon Musk hiked down south to Texas to try to make a point about migration Musk's also claimed on X on Wednesday that the US needs a border wall to keep migrants who don't have ""some shred of evidence to claim asylum"" out.",No,No,No,No,No
Mashable,James Paul,9/29/2023,Mark Zuckerberg Believes X/Twitter Might Not Reach Its Potential Under Elon Musk: Hes Been Pretty Polarizing,Mark Zuckerberg Believes X/Twitter Might Not Reach Its Potential Under Elon Musk: Hes Been Pretty Polarizingmashable.com,The world's 8th richest techbro believes the worlds richest techbro aint handling his venture well. Meta boss Mark Zuckerberg thinks X (formerly Twitter) is now less likely to hit maximum potential w [+1976 chars],negative,no,0,0,Mark Zuckerberg Believes X/Twitter Might Not Reach Its Potential Under Elon Musk: Hes Been Pretty Polarizing Mark Zuckerberg Believes X/Twitter Might Not Reach Its Potential Under Elon Musk: Hes Been Pretty Polarizingmashable.com,Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","No, it is not possible to tell","No, it is not possible to tell"
Next Big Future,Brian Wang,9/29/2023,Pepsi Tesla Semi Truck Drives 1076 Mile in One Day to Show Off,One of the Pepsi Tesla Semi Trucks was driven for 1076 Miles in one day. This was on the 17th day when the three trucks had over 2600 miles of combined driving in one day. This shows that Tesla Semis can have multiple fast chargings in one day to give 240% of,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],positive,yes,1,2,Pepsi Tesla Semi Truck Drives 1076 Mile in One Day to Show Off One of the Pepsi Tesla Semi Trucks was driven for 1076 Miles in one day. This was on the 17th day when the three trucks had over 2600 miles of combined driving in one day. This shows that Tesla Semis can have multiple fast chargings in one day to give 240% of,Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Business Insider,Grace Kay,9/30/2023,"Elon Musk's dad, 77, says he'd have more kids  but only if he could find a woman under 35","Elon Musk's father, Errol, has seven known children, including two he had with his former stepdaughter. He told Insider he'd have more.","Errol Musk, the father of Elon Musk, told Insider he'd be open to having more children.Denver Post Photo by Cyrus McCrimmon
<ul><li>Errol Musk said he'd be open to having more children if he could f [+4024 chars]",neutral,no,0,1,"Elon Musk's dad, 77, says he'd have more kids  but only if he could find a woman under 35 Elon Musk's father, Errol, has seven known children, including two he had with his former stepdaughter. He told Insider he'd have more.",No,"No, it is not possible to tell",No,No,"No, it is not possible to tell"
Reuters,Reuters,10/1/2023,"Tesla launches updated Model Y in China, keeps starting price unchanged","U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> on Sunday released an updated version of its Model Y in China, with minor changes to the vehicle's exterior and interior.","SHANGHAI, Oct 1 (Reuters) - U.S. automaker Tesla (TSLA.O) on Sunday released an updated version of its Model Y in China, with minor changes to the vehicle's exterior and interior.
The changes includ [+495 chars]",positive,yes,1,2,"Tesla launches updated Model Y in China, keeps starting price unchanged U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> on Sunday released an updated version of its Model Y in China, with minor changes to the vehicle's exterior and interior.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
