source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label
Business Insider,Jennifer Sor,2023-09-27,Tesla's stock price target gets cut by Deutsche Bank as the EV maker faces 'considerable downside risk' to 2024 earnings,"The bank trimmed its 2024 production outlook for Tesla to 2.1 million units next year, down from the consensus expectation of 2.3 million units.","BI
<ul>
<li>Deutsche Bank cut its 12-month Tesla's stock price target on Wednesday.</li>
<li>The bank's analysts warned that the EV maker faces headwinds to earnings growth in 2024. </li>
<li>The ba [+2318 chars]","Tesla's stock price target gets cut by Deutsche Bank as the EV maker faces 'considerable downside risk' to 2024 earnings The bank trimmed its 2024 production outlook for Tesla to 2.1 million units next year, down from the consensus expectation of 2.3 million units.",yes,,
The Jerusalem Post,By RON KAMPEAS/JTA,2023-09-27,More than 120 Jewish activists call on advertisers and app stores to drop Twitter/X,We have watched in horror as a new stage in antisemitic discourse has spread like wildfire on one of Americas largest social media networks.,"More than 100 Jewish activists have signed a letter appealing to major advertisers to end their relationship with X, the platform previously known as Twitter that is owned by Elon Musk, calling it a [+2712 chars]",More than 120 Jewish activists call on advertisers and app stores to drop Twitter/X We have watched in horror as a new stage in antisemitic discourse has spread like wildfire on one of Americas largest social media networks.,no,no,negative
The Jerusalem Post,By ZVIKA KLEIN,2023-09-27,Elon Musk's showdown with Jewish leaders amidst X's antisemitism crisis,Musk has come under fire as antisemitism has spiked on X (formerly Twitter) since he acquired the company.,"Elon Musk, the world's wealthiest individual and the mind behind X (formerly Twitter) and Tesla, is set to engage in a pivotal discussion with prominent Jewish figures on Thursday, The Jerusalem Post [+3347 chars]",Elon Musk's showdown with Jewish leaders amidst X's antisemitism crisis Musk has come under fire as antisemitism has spiked on X (formerly Twitter) since he acquired the company.,no,no,neutral
News.com.au,Brielle Burns,2023-09-27,Queensland Tesla fire: Firefighters told not to put out blaze,"A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.","A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.
Emergency services were called to the power substation at Bouldercombe,  [+3197 chars]","Queensland Tesla fire: Firefighters told not to put out blaze A Tesla battery has caught fire at a large-scale storage site in Queensland, with firefighters told not to put out the blaze.",yes,yes,negative
Fox News,Sarah Rumpf-Whitten,2023-09-27,Elon Musk says he supports a border wall and that migrants must have a 'shred of evidence' to receive asylum,"Elon Musk wrote on X Wednesday, saying that he supports a border wall along the southern border as droves of migrants enter the U.S. illegally.","Tech billionaire Elon Musk said Wednesday that he supports a border wall, saying migrants need to produce a ""shred of evidence"" to receive asylum in the United States.
""We actually do need a wall, a [+2717 chars]","Elon Musk says he supports a border wall and that migrants must have a 'shred of evidence' to receive asylum Elon Musk wrote on X Wednesday, saying that he supports a border wall along the southern border as droves of migrants enter the U.S. illegally.",no,no,neutral
Fortune,Christiaan Hetzner,2023-09-27,"Elon Musk warns UAW demands will put Detroit's Big Three on the ""fast lane"" to bankruptcy",The tycoon is an avowed opponent of the United Auto Workers union and may fear labor leader Shawn Fain will take the fight to Tesla next.,Tesla CEO Elon Musk warned Detroits Big Three that giving into the United Auto Workers demands could put them in the fast lane to corporate failure. Should UAW boss Shawn Fain prevail with his wishli [+3156 chars],"Elon Musk warns UAW demands will put Detroit's Big Three on the ""fast lane"" to bankruptcy The tycoon is an avowed opponent of the United Auto Workers union and may fear labor leader Shawn Fain will take the fight to Tesla next.",no,yes,negative
The Times of India,Reuters,2023-09-27,Elon Musk-led Tesla's rivals scrap for thin slices of US EV sales,"Ford's decision to halt a planned $3.5 billion battery plant in Michigan highlights the challenge faced by Tesla's competitors in the US market. Most automakers are launching new electric vehicles (EVs) and investing in EV and battery plants, but few are sell",Ford Motor's decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla is pushing most of the [+2851 chars],"Elon Musk-led Tesla's rivals scrap for thin slices of US EV sales Ford's decision to halt a planned $3.5 billion battery plant in Michigan highlights the challenge faced by Tesla's competitors in the US market. Most automakers are launching new electric vehicles (EVs) and investing in EV and battery plants, but few are sell",yes,yes,positive
Business Insider,Sawdah Bhaimiya,2023-09-27,"X owner Elon Musk largely runs the social media giant from his iPhone, employees say","X employees have learnt not to send Elon Musk attachments or documents or spreadsheets in an email, per a Financial Times report.","Elon Musk likes to be sent information in emails without attachments or spreadsheets in them.Stefani Reynolds/AFP/Getty Images
<ul><li>Elon Musk leads the social media giant X from his iPhone, emplo [+2411 chars]","X owner Elon Musk largely runs the social media giant from his iPhone, employees say X employees have learnt not to send Elon Musk attachments or documents or spreadsheets in an email, per a Financial Times report.",no,no,neutral
Reuters,Paul Lienert,2023-09-27,Analysis: Tesla's rivals scrap for thin slices of US EV sales,"Ford Motor's <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a> decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla ",Sept 27 (Reuters) - Ford Motor's (F.N) decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Te [+3732 chars],"Analysis: Tesla's rivals scrap for thin slices of US EV sales Ford Motor's <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a> decision to hit the brakes on a planned $3.5 billion battery plant in Michigan highlights a challenge for Tesla's growing crowd of rivals in the U.S. market: Tesla ",yes,yes,positive
Fortune,Eleanor Pringle,2023-09-28,Mark Cuban believes Elon Musk is his own worst enemy with X,"X owner Elon Musk could prove to be his own worst enemy, said Shark Tank star Mark Cuban, despite making some ""genius"" moves.","In the elite circle of global billionaires, Elon Musks search for allies may prove challenging, but one notable figure who stands by his side more often than not is Shark Tank star, Mark Cuban.In the [+3283 chars]","Mark Cuban believes Elon Musk is his own worst enemy with X X owner Elon Musk could prove to be his own worst enemy, said Shark Tank star Mark Cuban, despite making some ""genius"" moves.",no,no,neutral
NBC News,"Lora Kolodny, CNBC",2023-09-28,"EEOC sues Tesla, alleges racist harassment of Black workers, retaliation against those who spoke out","The EEOC has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black employees and by subjecting some of these workers to retaliation for opposing the harassment.","The U.S. Equal Employment Opportunity Commission has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black em [+1843 chars]","EEOC sues Tesla, alleges racist harassment of Black workers, retaliation against those who spoke out The EEOC has sued Tesla, accusing Elon Musks electric car maker of violating federal law by tolerating widespread and ongoing racial harassment of its Black employees and by subjecting some of these workers to retaliation for opposing the harassment.",yes,yes,negative
The Jerusalem Post,By REUTERS,2023-09-28,Tesla sued by US agency over alleged harassment of Black factory workers,"Tesla has failed to investigate complaints of racist conduct and has fired or otherwise retaliated against workers who report harassment, the EEOC said in the lawsuit.","A US civil rights agency sued Tesla Inc on Thursday, claiming the electric carmaker has tolerated severe harassment of Black employees at its flagship Fremont, California, assembly plant.
The US Equ [+973 chars]","Tesla sued by US agency over alleged harassment of Black factory workers Tesla has failed to investigate complaints of racist conduct and has fired or otherwise retaliated against workers who report harassment, the EEOC said in the lawsuit.",yes,,
